Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6qRxvFC3WcFlfYc8eo0qAE,"Daughters of Darkness","The Strange Case of...","Halestorm",2012-04-03,235040,38,false,,2023-08-11T19:48:08Z,"","Atlantic Records",0.53,0.946,1,-3.856,1,0.0478,0.000498,0.0000294,0.142,0.597,103.004,4
spotify:track:4qO03RMQm88DdpTJcxlglY,"Call Me","Atomic/Atomix","Blondie",1999-01-01,212600,70,false,,2023-08-07T14:41:31Z,"","Parlophone Catalogue",0.56,0.824,2,-6.711,0,0.0348,0.000785,0.00246,0.0892,0.74,142.667,4
spotify:track:5burXYqqO8z0GEnltThZKw,"Geronimo's Cadillac","In The Middle Of Nowhere","Modern Talking",1986,198493,64,false,,2023-08-07T14:22:05Z,"europop,italo disco,eurodance","Hansa Local",0.691,0.785,5,-10.144,0,0.0521,0.428,0,0.473,0.722,110.376,4
spotify:track:2viGq4CfYyuYcN6uHircFz,"Geronimo's Cadillac - Long Vocal Version","Remix Album","Modern Talking",2008,302573,32,false,,2023-08-07T12:15:30Z,"europop,italo disco,eurodance","Hansa Local",0.657,0.9,0,-5.448,1,0.0558,0.0276,0.0000162,0.383,0.701,109.301,4
spotify:track:589aAz8258JEsMwpJglalU,"Inamorata","72 Seasons","Metallica",2023-04-14,670253,48,false,,2023-08-04T15:35:45Z,"metal,thrash metal,rock,heavy metal,hard rock","EMI",0.495,0.872,11,-4.062,1,0.0329,0.000289,0.00894,0.0626,0.308,120.443,4
spotify:track:6xXlurslWqFuyqTCBlErzX,"Awake","Awake","Godsmack",2000-10-31,304373,69,true,,2023-08-02T21:16:49Z,"metal alternativo,nu metal,hard rock,rap metal,metal","Universal Records",0.395,0.756,7,-4.12,1,0.0544,0.0000174,0.00665,0.319,0.475,112.092,4
spotify:track:2oaK4JLVnmRGIO9ytBE1bt,"Dark Necessities","The Getaway","Red Hot Chili Peppers",2016-06-17,302000,78,false,,2023-08-02T19:21:46Z,"funk rock,rock alternativo,rock","Warner Records",0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,4
spotify:track:4wDg922LO1BdAsvRe2UwC8,"No Mercy","Modern Alchemy","Zayde Wølf",2018-06-08,224117,0,false,,2023-08-02T13:52:31Z,"","Morning Routine Collective LLC and Lyric House LLC",0.309,0.768,10,-6.33,1,0.0965,0.0768,0.0000856,0.0597,0.0756,68.007,4
spotify:track:2TKwDXgLQdfPT3mXUbaOF7,"Short Change Hero","The House That Dirt Built","The Heavy",2009-10-05,322266,0,false,,2023-08-02T13:47:55Z,"","Counter Records / +1 Records",0.68,0.64,1,-6.691,0,0.0336,0.29,0.00593,0.124,0.738,105.981,4
spotify:track:4PQflT8Zq0MNmW5cXFOLdm,"Lucifer - Being Evil Has A Price - Main Theme","Lucifer - Being Evil Has A Price - Main Theme","Geek Music",2018-09-18,186126,0,false,,2023-08-01T20:56:33Z,"anime","Geek Music",0.613,0.428,7,-10.353,0,0.0289,0.0318,0,0.0785,0.685,142.073,4
spotify:track:1591zSWxS0xqHniiIDowDQ,"Let the Sparks Fly","The End Is Where We Begin","Thousand Foot Krutch",2012-04-17,246131,60,false,,2023-07-28T04:54:30Z,"rock cristão,rock alternativo cristão,rap metal","Endurance Music Group / The Fuel Music",0.642,0.86,2,-4.888,1,0.0561,0.000608,0,0.306,0.625,120.059,4
spotify:track:3ZGg4pT1YGY4RgFYV1mbco,"I Still Burn","Boombox","Fozzy",2022-05-06,235040,38,false,,2023-07-28T04:25:50Z,"","Mascot Records",0.556,0.915,2,-4.319,0,0.0453,0.00021,0,0.242,0.428,110.013,4
spotify:track:7lWkrcZmi7HiKsKjth2T0L,"Wicked Game","Wicked Game","Tenacious D",2023-06-01,109900,67,false,,2023-07-28T03:44:26Z,"comédia","Tenacious D",0.448,0.302,9,-10.916,1,0.0371,0.591,0.0161,0.0643,0.35,110.614,4
spotify:track:1i7QbG73o4liXhmbtaT7Z3,"Dust Bowl","Dust Bowl","Joe Bonamassa",2011-03-22,273040,47,false,,2023-07-28T03:25:21Z,"blues,blues rock,blues moderno,blues clássico","J&R Adventures",0.522,0.753,6,-7.408,1,0.0452,0.362,0.00547,0.203,0.7,85.548,4
spotify:track:54Yq4TJrAjb8AbbXDQ8a6n,"I","Ronnie James Dio - This Is Your Life","Jimmy Bain;Oni Logan;Rowan Robertson;Brian Tichy",2014-03-31,330053,23,false,,2023-07-28T03:18:58Z,"","Rhino",0.494,0.87,2,-5.948,0,0.0459,0.0029,0.00107,0.107,0.365,90.887,4
spotify:track:30Lfi07Vf542ZVu8PI7NJI,"The Mob Rules","Ronnie James Dio - This Is Your Life","Adrenaline Mob",2014-03-31,197440,28,false,,2023-07-28T03:18:21Z,"groove metal","Rhino",0.461,0.991,1,-3.603,1,0.111,0.00000477,0.222,0.227,0.465,141.045,4
spotify:track:0GRBFjza23Im7Xb16c9AaK,"No Quarter - Remaster","Houses of the Holy (Remaster)","Led Zeppelin",1973-03-28,422517,60,false,,2023-07-27T12:55:04Z,"rock clássico,rock,hard rock,rock and roll","Atlantic Records",0.33,0.342,11,-14.09,1,0.0404,0.734,0.671,0.129,0.0795,142.95,4
spotify:track:0zOWhrtpCesE3wdd6vBrzH,"Didn’t Do You No Good","Wolf Den","Danielle Nicole",2015-01-01,322840,13,false,,2023-07-26T12:39:38Z,"blues,blues moderno,blues rock,soul blues","Concord Records",0.479,0.573,4,-6.94,1,0.0764,0.0451,0.00742,0.114,0.531,175.957,4
spotify:track:596ZxntrBBvfJSgoqKtzTR,"You Only Need Me When You’re Down","Wolf Den","Danielle Nicole",2015-01-01,186546,33,false,,2023-07-25T19:08:23Z,"blues,blues moderno,blues rock,soul blues","Concord Records",0.646,0.797,2,-7.514,1,0.0897,0.0672,0.113,0.0616,0.923,176.031,4
spotify:track:56KZgFYBVqgIlxBFpPfmue,"Baby Please Don’t Go","Perfectamundo","Billy Gibbons And The BFG's",2015-11-06,149333,31,false,,2023-07-25T16:54:56Z,"blues rock,blues,blues moderno","Concord Records",0.576,0.904,2,-4.323,1,0.0432,0.0307,0.131,0.129,0.64,82.046,4
spotify:track:03MlTT1F0xQVAd9G75g8RB,"Long Drive Home","Southern Rock & Blues","David Arkenstone",2012-02-08,150086,0,false,,2023-07-25T14:03:27Z,"música celta,new age,medieval","Endgame / APM Music",0.627,0.611,4,-7.425,0,0.0339,0.0191,0.85,0.245,0.67,119.945,4
spotify:track:4akqDi0F86Avv9yhujAk9P,"Before You Hit The Ground","Wander This World","Jonny Lang",1998-01-01,234133,44,false,,2023-07-23T21:55:46Z,"blues,blues rock,blues moderno","A&M",0.724,0.876,11,-5.854,0,0.0873,0.16,0.00278,0.116,0.812,92.169,4
spotify:track:6uula39yOCEoD7UmPX6qxn,"Turn To Stone","The Traveler","Kenny Wayne Shepherd",2019-05-31,344133,30,false,,2023-07-13T16:57:29Z,"blues rock,blues,blues moderno,southern rock","Concord Records",0.431,0.825,2,-5.486,0,0.0322,0.003,0.0109,0.219,0.318,140.041,4
spotify:track:45mdWqJcwDzqrBkGp7oXB0,"Come on Over","How I Go","Kenny Wayne Shepherd",2011-07-29,234613,16,false,,2023-07-09T16:50:59Z,"blues rock,blues,blues moderno,southern rock","Roadrunner Records/Loud & Proud",0.315,0.937,4,-5.218,1,0.0625,0.00962,0.000157,0.296,0.623,170.11,4
spotify:track:4arYmlrRVVQ4qC7EdXkHup,"Slow Ride","Trouble Is... 25","Kenny Wayne Shepherd",2022-12-02,225706,14,false,,2023-07-09T15:36:02Z,"blues rock,blues,blues moderno,southern rock","Provogue",0.449,0.965,9,-4.752,1,0.0587,0.000764,0.27,0.44,0.346,101.031,4
spotify:track:0u6lRvvxbrAYEdkUFKmHp6,"Whole Lotta Love (feat. Chris Cornell)","Guitar Heaven: The Greatest Guitar Classics Of All Time (Deluxe Version)","Santana;Chris Cornell",2010-09-20,231360,50,false,,2023-07-06T18:42:02Z,"grunge","Arista",0.406,0.988,9,-2.72,1,0.0926,0.0437,0.0637,0.0664,0.24,100.038,4
spotify:track:1CgGro1rXhkxs7LviofPyT,"She Was a Doorman","Trilogy, Vol. 1","Ana Popovic",2016-05-20,243200,39,false,,2023-07-05T22:44:51Z,"blues,blues moderno,blues rock,soul blues,funk rock","artisteXclusive records",0.431,0.892,0,-4.103,1,0.114,0.0768,0.0000149,0.211,0.844,185.965,4
spotify:track:745H5CctFr12Mo7cqa1BMH,"My Girl","The Temptations Sing Smokey","The Temptations",1965-03-22,165000,80,false,,2023-07-04T23:29:30Z,"motown,soul clássico,soul","UNI/MOTOWN",0.574,0.418,0,-10.739,1,0.0345,0.636,0,0.0961,0.692,104.57,4
spotify:track:59pAzK4CoDd9KMSPxBhHp0,"Hardwired - Live at U.S. Bank Stadium, Minneapolis, MN - August 20th, 2016","Hardwired…To Self-Destruct (Deluxe)","Metallica",2016-11-18,210145,28,true,,2023-07-04T05:08:48Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings / Universal Music",0.11,0.995,8,-4.671,1,0.105,0.0000148,0.028,0.964,0.269,183.924,4
spotify:track:17kFwaEr6dHVGKial4rjRB,"Murder One","Hardwired…To Self-Destruct (Deluxe)","Metallica",2016-11-18,345277,36,false,,2023-07-01T21:52:58Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings / Universal Music",0.456,0.947,6,-3.595,1,0.0407,0.0000221,0.00236,0.106,0.339,107.518,4
spotify:track:49qEikVVPd6PgH6S2pbXjZ,"Horns","Heaven on Hold","Bryce Fox",2017-10-20,217625,59,false,,2023-07-01T20:49:34Z,"","Bryce Fox",0.49,0.753,6,-5.411,1,0.238,0.081,0.00000285,0.268,0.325,156.241,4
spotify:track:50eNAKjLqvLCTMWjMSL50A,"Monster","Monster","Willyecho",2019-01-15,238400,0,false,,2023-07-01T16:54:18Z,"","Willyecho",0.572,0.698,4,-6.102,0,0.0742,0.29,0,0.0603,0.384,139.774,4
spotify:track:19CIjQnMXx2VptcuTv1CNS,"Fistfight","Paper Crown","The Ballroom Thieves",2018-05-11,224546,0,false,,2023-07-01T16:52:05Z,"folk pop,indie folk","Nettwerk Records",0.697,0.558,2,-7.085,0,0.041,0.264,0,0.154,0.604,113.189,4
spotify:track:7nnWIPM5hwE3DaUBkvOIpy,"Drive","Make Yourself","Incubus",1999-10-26,232453,80,false,,2023-07-01T15:41:48Z,"nu metal,funk rock,metal alternativo,rock alternativo","Epic/Immortal",0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,4
spotify:track:74ZqYPeN9a3qMfUOM6j7yy,"Animal","Major to Minor, Vol.1","Chase Holfelder",2015-09-08,223097,44,false,,2023-07-01T15:26:45Z,"","Chase Holfelder",0.385,0.377,7,-7.34,1,0.0388,0.0997,0,0.155,0.398,114.72,4
spotify:track:1i0DLm8xlgb6DRgVJSu3ej,"Lucy","Heaven on Hold","Bryce Fox",2017-10-20,244506,0,false,,2023-07-01T15:14:09Z,"","Bryce Fox",0.592,0.745,5,-4.325,1,0.0903,0.0284,0,0.113,0.548,77.029,4
spotify:track:23xKLlT9Sp5OE7WU8cPPkJ,"Marie Laveau","Marie Laveau","Merci Raines",2018-10-26,200243,24,false,,2023-07-01T14:49:16Z,"","Merci Raines",0.679,0.447,0,-8.376,1,0.0485,0.317,0.0000424,0.163,0.452,167.098,4
spotify:track:4Ce66JznW8QbeyTdSzdGwR,"Chameleon","Head Hunters","Herbie Hancock",1973-10-26,944616,53,false,,2023-07-01T13:32:01Z,"jazz,jazz fusion,jazz funk,hard bop,cool jazz","Columbia/Legacy",0.581,0.672,8,-8.279,1,0.0602,0.104,0.856,0.0458,0.808,111.154,4
spotify:track:1ALXFmNr7lrTug2LAE989q,"You Must Burn!","72 Seasons","Metallica",2023-04-14,423013,47,false,,2023-06-29T18:41:49Z,"metal,thrash metal,rock,heavy metal,hard rock","EMI",0.397,0.958,6,-3.088,0,0.0341,0.000122,0.0203,0.0378,0.416,85.836,4
spotify:track:0BT3RQsdS84xswE0YHkJo2,"United Nations Stomp","Where Do We Go From Here","Dumpstaphunk;Marcus King",2021-04-23,347000,39,false,,2023-06-29T03:25:00Z,"funk rock,funk americano,jam band,jazz funk,banda de metais,blues moderno,blues rock","The Funk Garage",0.392,0.897,11,-3.835,1,0.0992,0.00161,0.000221,0.0416,0.561,184.053,4
spotify:track:6lsniCxgY5bSJLKrhX1qSN,"Body Talks (feat. Kesha)","Body Talks (feat. Kesha)","The Struts;Kesha",2018-08-29,177162,0,false,,2023-06-23T18:09:59Z,"glam rock","The Struts",0.537,0.919,10,-3.439,0,0.262,0.00628,0,0.342,0.848,185.757,4
spotify:track:30jQJuhVI8riaN1K3TEwFA,"My Babe","My Babe","Whitehorse",2016-04-15,138311,0,false,,2023-06-23T12:40:15Z,"gótico do sul","Six Shooter Records",0.621,0.79,4,-4.464,1,0.0884,0.115,0.0000132,0.321,0.947,172.102,4
spotify:track:1XxMQ9WBaH5GGQNRGg0OXV,"Mischief","Mischief","Paul Freeman",2018-06-28,156778,0,false,,2023-06-22T21:26:56Z,"","Revanche Records",0.637,0.704,8,-7.064,1,0.0405,0.0386,0.00557,0.22,0.959,158.006,4
spotify:track:3ThCvoJJH8zQOqgjSEBhJf,"Trust","Trust","Boy Epic",2017-06-09,244374,37,false,,2023-06-21T21:14:04Z,"","Epic Trees",0.66,0.897,1,-3.416,1,0.155,0.0108,0.000484,0.141,0.492,130.033,4
spotify:track:6I0I8uMyDHtA1nfyP8c5WE,"Softly As In A Morning Sunrise - Rudy Van Gelder Edition, 2008 Digital Remaster","Paul Chambers Quintet (Remastered)","Paul Chambers Quintet",2009-01-01,190120,42,false,,2023-06-19T18:06:23Z,"hard bop,jazz,bebop","Blue Note Records",0.477,0.236,10,-18.393,0,0.0423,0.876,0.846,0.0731,0.598,169.308,4
spotify:track:6oWhUfePc5h9r5pfw7wvPN,"Midnight Special - Remastered 2007/Rudy Van Gelder Edition","Midnight Special (Remastered)","Jimmy Smith",1961,597280,45,false,,2023-06-17T14:55:37Z,"hard bop,soul jazz,jazz,jazz funk,cool jazz","Blue Note Records",0.704,0.277,0,-11.675,1,0.035,0.814,0.756,0.0845,0.322,90.38,4
spotify:track:0IGXkVRn0uCsgn4FvIfpgB,"The Unforgiven II","Reload","Metallica",1997-11-18,396440,60,false,,2023-06-15T05:23:18Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings",0.49,0.884,8,-4.533,0,0.0428,0.000514,0.00177,0.27,0.254,132.978,4
spotify:track:7jF5BYtPylWp0kaJL5CcQn,"No Leaf Clover - Live At Berkeley Community Theatre / April, 1999","S & M","Metallica",1999-01-01,343200,0,false,,2023-06-15T05:17:40Z,"metal,thrash metal,rock,heavy metal,hard rock","Universal Music Group",0.246,0.95,3,-5.034,0,0.107,0.000598,0.00166,0.959,0.359,151.568,4
spotify:track:6XYBtVM4yIg5dbjJxGzEXU,"The Thing That Should Not Be","Master Of Puppets","Metallica",1986-03-03,396186,0,false,,2023-06-15T05:14:26Z,"metal,thrash metal,rock,heavy metal,hard rock","Universal Music Group",0.673,0.669,9,-12.452,1,0.0308,0.000148,0.406,0.0858,0.491,111.819,4
spotify:track:3FREWTEY2uFxOorJZMmZPX,"The Memory Remains","Reload","Metallica",1997-11-18,279240,0,false,,2023-06-15T05:07:38Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings",0.432,0.904,10,-3.697,0,0.0432,0.000321,0.00982,0.206,0.6,144.401,4
spotify:track:0NdidkH0EQwG7mx6F6SDkI,"Fuel","Reload","Metallica",1997-11-18,269733,2,false,,2023-06-15T05:06:52Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings",0.491,0.951,1,-3.775,1,0.0465,0.000023,0.00354,0.0424,0.555,106.948,4
spotify:track:5uHpydnr03u6CvFRvodZue,"King Nothing","Load","Metallica",1996-01-01,329760,0,false,,2023-06-15T04:40:36Z,"metal,thrash metal,rock,heavy metal,hard rock","Universal Music Group",0.527,0.907,8,-5.772,1,0.0377,0.0000839,0.00755,0.0891,0.364,112.089,4
spotify:track:4yA6FXZv0E3IosB2lRTvSi,"The Shortest Straw","...And Justice For All","Metallica",1988-08-25,395960,0,false,,2023-06-14T01:33:14Z,"metal,thrash metal,rock,heavy metal,hard rock","Universal Music Group",0.446,0.885,9,-8.661,1,0.116,0.0000729,0.0285,0.139,0.601,142.467,4
spotify:track:4kmgecaibuuVDBmlzDO6Du,"All Within My Hands (Live)","S&M2","Metallica;San Francisco Symphony",2020-08-28,373973,38,false,,2023-06-14T01:26:26Z,"metal,thrash metal,rock,heavy metal,hard rock,orquestral,música clássica,minimalismo","Blackened Recordings",0.323,0.618,3,-8.946,0,0.0312,0.0101,0.0000289,0.926,0.171,115.195,4
spotify:track:26i37IFvFmC3517jxxZAJP,"The Day That Never Comes","Death Magnetic","Metallica",2008-09-12,476266,1,false,,2023-06-14T00:15:12Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings",0.334,0.986,4,-1.046,0,0.0576,0.000114,0.0353,0.0805,0.48,124.668,4
spotify:track:38azNLH2JwH4j8zidhY3Po,"Halo On Fire","Hardwired…To Self-Destruct","Metallica",2016-11-18,495016,42,false,,2023-06-14T00:12:12Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings",0.328,0.937,4,-3.261,0,0.0506,0.0000131,0.00327,0.0627,0.228,124.431,4
spotify:track:2HaCzKpKp0qmpJhdQscpN0,"Disposable Heroes (Remastered)","Disposable Heroes (Remastered)","Metallica",2017-08-29,496626,0,false,,2023-06-14T00:02:58Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings",0.262,0.895,4,-9.766,0,0.08,0.0000436,0.456,0.0859,0.403,90.414,4
spotify:track:2YPL6CyzB5L3b9pCRk5lWi,"Boogie - 2012 Remastered","UFO 1 (2012 Remastered)","UFO",1970,256959,34,false,,2023-06-02T23:17:02Z,"hard rock,aor,space rock,heavy metal","Repertoire Records",0.343,0.806,5,-6.101,1,0.0597,0.000192,0.216,0.165,0.492,145.382,4
spotify:track:0tBCLdUWS0QHYQyln8Jafb,"Lost Woman Blues","Aftershock (Tour Edition)","Motörhead",2013-10-18,249274,13,false,,2023-05-30T19:04:53Z,"heavy metal,metal,speed metal,hard rock,rock","UDR",0.411,0.918,10,-5.134,0,0.0495,0.000247,0.52,0.055,0.514,140.036,4
spotify:track:4FLsABaj5iQbOfp7akXEn5,"Make It Rain","Heavy Load Blues","Gov't Mule",2021-11-12,401040,0,false,,2023-05-23T00:57:40Z,"jam band,southern rock,blues rock,blues moderno,blues","Fantasy",0.554,0.5,4,-7.814,0,0.0441,0.617,0.0167,0.213,0.574,149.575,4
spotify:track:60vycVSlMAOiqZd7qtW9Vp,"Pretty Flowers","I Be Trying","Cedric Burnside",2021-06-25,171346,22,false,,2023-05-23T00:54:32Z,"blues,blues moderno,blues rock,blues clássico,country blues","Single Lock Records",0.725,0.909,9,-5.902,1,0.0844,0.373,0.0597,0.0833,0.388,101.088,4
spotify:track:3KSchPNSklO5McIqRH3qYX,"I'm Your Hoochie Coochie Man","King Of The Electric Blues","Muddy Waters",1977,238533,54,false,,2023-05-23T00:19:47Z,"blues,blues clássico,blues rock,soul blues,country blues","Epic/Legacy",0.542,0.588,2,-9.268,1,0.0665,0.67,0.158,0.241,0.881,113.948,3
spotify:track:2NER1VcufbZDBO8ZbdJlNR,"You Look Good To Me","Work From Home with Oscar Peterson","Oscar Peterson Trio",2020-04-17,289226,47,false,,2023-05-22T23:48:49Z,"jazz,cool jazz,baladas de jazz,bebop,hard bop","UME - Global Clearing House",0.406,0.259,0,-17.632,1,0.0373,0.749,0.319,0.116,0.196,90.389,4
spotify:track:2VQu9SsyDcJg3UcyeGqiAQ,"She Won't Let You Go","She Won't Let You Go","Inglorious",2020-11-20,218393,18,false,,2023-05-18T14:06:59Z,"hard rock,aor,arena rock","Frontiers Records s.r.l.",0.549,0.942,1,-3.558,1,0.0653,0.0000274,0.0000302,0.293,0.435,124.003,4
spotify:track:3S8w6ojqQBeElcrq20Znws,"Electrified Loser","Shove It Down","Blended Brew",2020-05-01,258306,25,false,,2023-05-18T12:23:18Z,"","Mighty Music",0.567,0.886,0,-4.881,1,0.0858,0.00168,0.023,0.357,0.654,129.578,4
spotify:track:2XfjJf7EpHlYdWd8OnjAtO,"Th1rt3en or Nothing","Four by Four","Backyard Babies",2015-08-28,225600,41,false,,2023-05-17T19:03:13Z,"punk","GAIN",0.58,0.94,1,-4.325,1,0.0828,0.00231,0.0000192,0.0779,0.563,123.072,4
spotify:track:3UysksDF63CoDnP6GUP4kw,"Where The Wind Blows","Burn the Ships","Blacktop Mojo",2017-03-10,265082,0,false,,2023-05-17T18:56:35Z,"","Snafu Records",0.512,0.903,6,-2.974,1,0.0477,0.0000555,0.00165,0.0648,0.659,146.984,4
spotify:track:6MKqed1tCXHRonfqhwPCET,"When A Blind Man Cries","Hardwired…To Self-Destruct (Deluxe)","Metallica",2016-11-18,275013,44,false,,2023-05-16T19:44:38Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings / Universal Music",0.373,0.77,8,-5.783,1,0.0446,0.000368,0.0613,0.116,0.281,134.483,4
spotify:track:2LMJTvn529iInFgx8MpZI9,"Big Slice","Big Slice","Jonas & The Massive Attraction",2010-09-14,171133,33,false,,2023-05-11T19:12:09Z,"rock québécois,pop de quebec,chanson de quebec","Diesel Management Production / Fontana North",0.597,0.941,6,-2.948,1,0.0766,0.000446,0,0.0251,0.638,125.966,4
spotify:track:6wO0vMRAJB0r1lEWBJZNOq,"Something in Your Mouth","Dark Horse","Nickelback",2008-11-14,219253,73,false,,2023-05-11T19:04:40Z,"post-grunge,rock","Roadrunner Records",0.663,0.977,0,-3.024,1,0.0575,0.00137,0.0000177,0.173,0.746,129.975,4
spotify:track:2l3f1tEaoZlbGSkLoJ5sJc,"Mississippi Moonshine","Miss America","Saving Abel",2010-01-01,193613,44,false,,2023-05-11T17:35:08Z,"post-grunge","Virgin Records",0.707,0.756,5,-5.911,0,0.0407,0.0113,0.00000449,0.391,0.96,115.047,4
spotify:track:6yUCeySJMRaSAEsnfqDeZK,"Ride The Lightning (Remastered)","Ride The Lightning (Remastered)","Metallica",1984-07-27,396986,52,false,,2023-05-09T18:46:23Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings",0.265,0.973,9,-6.129,1,0.173,0.0000515,0.0942,0.205,0.27,148.506,4
spotify:track:3cClZLOM7hI85vz4Qzn55V,"Disposable Heroes - Live At The Masonic, San Francisco, CA - November 3rd, 2018","Helping Hands…Live & Acoustic At The Masonic","Metallica",2019-02-01,449595,28,false,,2023-05-05T20:41:39Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings / Universal Music",0.258,0.926,1,-6.949,1,0.144,0.0235,0.0215,0.868,0.349,182.663,3
spotify:track:4kBsYpQBUbSIQNLTDF7es2,"Fade To Black (Remastered)","Ride The Lightning (Remastered)","Metallica",1984-07-27,417226,52,false,,2023-05-05T19:38:46Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings",0.256,0.929,7,-6.667,1,0.113,0.00311,0.201,0.11,0.278,113.47,4
spotify:track:3qXEqKdzI3MSGB1FlGMBz5,"Creeping Death (Remastered)","Ride The Lightning (Remastered)","Metallica",1984-07-27,395706,50,false,,2023-05-05T19:23:41Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings",0.31,0.977,6,-5.478,0,0.164,0.000219,0.273,0.0785,0.179,100.626,4
spotify:track:71NeIowWUWvoPSMdznXeXO,"Jam Blues","Charlie Parker Jam Session","Charlie Parker",1990-04-17,884173,23,false,,2023-05-03T16:35:30Z,"bebop,jazz,hard bop,cool jazz,baladas de jazz","Verve Reissues",0.582,0.421,5,-13.797,0,0.0538,0.77,0.138,0.123,0.775,115.204,4
spotify:track:0sCeNwt8xRCMR4NhKpMyBe,"Cantaloupe Island - Remastered 1999/Rudy Van Gelder Edition","Empyrean Isles (Expanded Edition)","Herbie Hancock",1964-06-17,333946,61,false,,2023-05-03T15:24:12Z,"jazz,jazz fusion,jazz funk,hard bop,cool jazz","Blue Note Records",0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,4
spotify:track:4E45qDvLZmViXf6WL7hcMi,"Flight Of Icarus - 1998 Remastered Version","Piece Of Mind (1998 Remastered Edition)","Iron Maiden",1983-05-16,231173,0,false,,2023-04-27T22:07:57Z,"heavy metal,metal,hard rock,rock","Parlophone UK",0.38,0.893,6,-6.332,0,0.0891,0.0524,0.00000919,0.3,0.406,110.876,4
spotify:track:67GyObHxvR9o5yzyQ4FdHd,"Sign Of The Cross","The X Factor","Iron Maiden",1995-10-02,677960,0,false,,2023-04-27T19:45:55Z,"heavy metal,metal,hard rock,rock","Parlophone UK",0.342,0.714,2,-11.799,0,0.0524,0.0193,0.448,0.112,0.0904,100.541,4
spotify:track:4mCjzmxV8nPYNNHmzSHN0A,"Children of the Damned - Live at Bell Center, Montreal, Canada - 1st April 2016","The Book of Souls: Live Chapter","Iron Maiden",2017-11-17,314520,27,false,,2023-04-27T18:35:57Z,"heavy metal,metal,hard rock,rock","Parlophone UK",0.188,0.949,4,-6.276,0,0.195,0.000736,0.000794,0.894,0.175,91.902,4
spotify:track:3EH93ELtM5H4qxpJ2umENC,"Dyers Eve (Remastered)","Dyers Eve (Remastered)","Metallica",1988-08-25,313045,0,true,,2023-04-24T20:48:49Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings",0.404,0.948,6,-7.252,0,0.0604,0.0000192,0.0405,0.0773,0.701,96.789,4
spotify:track:6vVRtEW5T51Zd8qnyrshR1,"Seek & Destroy (Remastered)","Kill 'Em All (Deluxe Remaster)","Metallica",1983-07-25,414720,45,false,,2023-04-24T20:06:35Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings",0.439,0.963,9,-5.508,1,0.277,0.0364,0.00896,0.0784,0.435,140.805,4
